uid,title,abstract,authors,published_at,primary_category,categories,arxiv_url,pdf_url,pdf_path,status,quality_score,quality_reason,quality_reviewed_at,match_score,match_reason,match_summary,match_prompt_hash,added_at,last_updated_at
2601.11073v1,Bridging Cognitive Neuroscience and Graph Intelligence: Hippocampus-Inspired Multi-View Hypergraph Learning for Web Finance Fraud,"Online financial services constitute an essential component of contemporary web ecosystems, yet their openness introduces substantial exposure to fraud that harms vulnerable users and weakens trust in digital finance. Such threats have become a significant web harm that erodes societal fairness and affects the well being of online communities. However, existing detection methods based on graph neural networks (GNNs) struggle with two persistent challenges: (1) fraud camouflage, where malicious transactions mimic benign behaviors to evade detection, and (2) long-tailed data distributions, which obscure rare but critical fraudulent cases. To fill these gaps, we propose HIMVH, a Hippocampus-Inspired Multi-View Hypergraph learning model for web finance fraud detection. Specifically, drawing inspiration from the scene conflict monitoring role of the hippocampus, we design a cross-view inconsistency perception module that captures subtle discrepancies and behavioral heterogeneity across multiple transaction views. This module enables the model to identify subtle cross-view conflicts for detecting online camouflaged fraudulent behaviors. Furthermore, inspired by the match-mismatch novelty detection mechanism of the CA1 region, we introduce a novelty-aware hypergraph learning module that measures feature deviations from neighborhood expectations and adaptively reweights messages, thereby enhancing sensitivity to online rare fraud patterns in the long-tailed settings. Extensive experiments on six web-based financial fraud datasets demonstrate that HIMVH achieves 6.42\% improvement in AUC, 9.74\% in F1 and 39.14\% in AP on average over 15 SOTA models.",Rongkun Cui; Nana Zhang; Kun Zhu; Qi Zhang,2026-01-16T08:18:23+00:00,cs.LG,cs.LG; cs.AI,https://arxiv.org/abs/2601.11073v1,https://arxiv.org/pdf/2601.11073v1,,rejected,71.0,"The paper states a clear applied problem and claims sizable gains on six datasets, but the abstract leans heavily on neuroscience-inspired framing without specifying concrete technical details (e.g., view construction, hypergraph formulation, loss/optimization, and ablations validating each module). The reported average improvements over 15 baselines sound strong yet are hard to assess without methodological transparency and robustness checks (statistical significance, long-tail protocol details, and camouflage evaluation design). Overall it appears potentially incremental (reweighting/novelty detection and cross-view inconsistency are common motifs) and underspecified at the abstract level for a high-quality library.",2026-01-20T21:49:19.012047+00:00,,,,,2026-01-20T21:49:13.491267+00:00,2026-01-20T21:49:19.015288+00:00
2601.11065v1,Fairness in Healthcare Processes: A Quantitative Analysis of Decision Making in Triage,"Fairness in automated decision-making has become a critical concern, particularly in high-pressure healthcare scenarios such as emergency triage, where fast and equitable decisions are essential. Process mining is increasingly investigating fairness. There is a growing area focusing on fairness-aware algorithms. So far, we know less how these concepts perform on empirical healthcare data or how they cover aspects of justice theory. This study addresses this research problem and proposes a process mining approach to assess fairness in triage by linking real-life event logs with conceptual dimensions of justice. Using the MIMICEL event log (as derived from MIMIC-IV ED), we analyze time, re-do, deviation and decision as process outcomes, and evaluate the influence of age, gender, race, language and insurance using the Kruskal-Wallis, Chi-square and effect size measurements. These outcomes are mapped to justice dimensions to support the development of a conceptual framework. The results demonstrate which aspects of potential unfairness in high-acuity and sub-acute surface. In this way, this study contributes empirical insights that support further research in responsible, fairness-aware process mining in healthcare.",Rachmadita Andreswari; Stephan A. Fahrenkrog-Petersen; Jan Mendling,2026-01-16T08:02:33+00:00,cs.CY,cs.CY; cs.AI,https://arxiv.org/abs/2601.11065v1,https://arxiv.org/pdf/2601.11065v1,,rejected,62.0,"The paper frames an important problem and applies standard statistical tests on a known ED event log, but the technical contribution appears largely descriptive and incremental (fairness assessment via Kruskal-Wallis/Chi-square with effect sizes) without clear novel methodology or validated fairness-aware algorithmic advancement. The abstract does not indicate strong experimental rigor beyond association testing (e.g., confounding control, causal analysis, robustness/sensitivity checks, or benchmarking against prior fairness/process-mining approaches), making the empirical claims and research value limited for a high-quality library.",2026-01-20T21:49:22.553128+00:00,,,,,2026-01-20T21:49:19.018266+00:00,2026-01-20T21:49:22.556148+00:00
2601.11063v1,"H-AIM: Orchestrating LLMs, PDDL, and Behavior Trees for Hierarchical Multi-Robot Planning","In embodied artificial intelligence, enabling heterogeneous robot teams to execute long-horizon tasks from high-level instructions remains a critical challenge. While large language models (LLMs) show promise in instruction parsing and preliminary planning, they exhibit limitations in long-term reasoning and dynamic multi-robot coordination. We propose Hierarchical Autonomous Intelligent Multi-Robot Planning(H-AIM), a novel embodied multi-robot task planning framework that addresses these issues through a three-stage cascaded architecture: 1) It leverages an LLM to parse instructions and generate Planning Domain Definition Language (PDDL) problem descriptions, thereby transforming commands into formal planning problems; 2) It combines the semantic reasoning of LLMs with the search capabilities of a classical planner to produce optimized action sequences; 3) It compiles the resulting plan into behavior trees for reactive control. The framework supports dynamically sized heterogeneous robot teams via a shared blackboard mechanism for communication and state synchronization. To validate our approach, we introduce the MACE-THOR benchmark dataset, comprising 42 complex tasks across 8 distinct household layouts. Experimental results demonstrate that H-AIM achieves a remarkable performance improvement, elevating the task success rate from 12% to 55% and boosting the goal condition recall from 32% to 72% against the strongest baseline, LaMMA-P.",Haishan Zeng; Peng Li,2026-01-16T07:59:50+00:00,cs.RO,cs.RO; cs.AI; cs.CV; cs.LG; cs.MA,https://arxiv.org/abs/2601.11063v1,https://arxiv.org/pdf/2601.11063v1,,rejected,68.0,"The paper frames a relevant problem and presents an integrated LLM→PDDL→planner→behavior-tree pipeline, but the contribution appears largely as a system-level orchestration of established components with unclear algorithmic novelty. The abstract reports improvements on a new benchmark, yet provides insufficient methodological detail (baseline breadth, statistical rigor, ablations, and fairness of comparisons) to substantiate the claims at high-quality library standards. Writing is generally clear, but the evaluation description in the abstract is too high-level to verify robustness and generality.",2026-01-20T21:49:26.234620+00:00,,,,,2026-01-20T21:49:22.559135+00:00,2026-01-20T21:49:26.238274+00:00
2601.11061v1,Spurious Rewards Paradox: Mechanistically Understanding How RLVR Activates Memorization Shortcuts in LLMs,"Reinforcement Learning with Verifiable Rewards (RLVR) is highly effective for enhancing LLM reasoning, yet recent evidence shows models like Qwen 2.5 achieve significant gains even with spurious or incorrect rewards. We investigate this phenomenon and identify a ""Perplexity Paradox"": spurious RLVR triggers a divergence where answer-token perplexity drops while prompt-side coherence degrades, suggesting the model is bypassing reasoning in favor of memorization. Using Path Patching, Logit Lens, JSD analysis, and Neural Differential Equations, we uncover a hidden Anchor-Adapter circuit that facilitates this shortcut. We localize a Functional Anchor in the middle layers (L18-20) that triggers the retrieval of memorized solutions, followed by Structural Adapters in later layers (L21+) that transform representations to accommodate the shortcut signal. Finally, we demonstrate that scaling specific MLP keys within this circuit allows for bidirectional causal steering-artificially amplifying or suppressing contamination-driven performance. Our results provide a mechanistic roadmap for identifying and mitigating data contamination in RLVR-tuned models. Code is available at https://github.com/idwts/How-RLVR-Activates-Memorization-Shortcuts.",Lecheng Yan; Ruizhe Li; Guanhua Chen; Qing Li; Jiahui Geng; Wenxi Li; Vincent Wang; Chris Lee,2026-01-16T07:55:38+00:00,cs.LG,cs.LG; cs.CL,https://arxiv.org/abs/2601.11061v1,https://arxiv.org/pdf/2601.11061v1,,rejected,72.0,"The paper has a clear problem statement and an interesting mechanistic hypothesis (spurious RLVR inducing memorization shortcuts), but the abstract does not provide enough concrete experimental details or quantitative evidence to substantiate strong causal claims about a specific ""Anchor-Adapter"" circuit. The methodology list is broad and somewhat buzzword-heavy (e.g., Neural Differential Equations) without clarity on controls, baselines, or robustness checks, making the contribution feel insufficiently validated for a high-quality library threshold.",2026-01-20T21:49:29.330839+00:00,,,,,2026-01-20T21:49:26.241680+00:00,2026-01-20T21:49:29.334564+00:00
2601.11049v1,Predicting Biased Human Decision-Making with Large Language Models in Conversational Settings,"We examine whether large language models (LLMs) can predict biased decision-making in conversational settings, and whether their predictions capture not only human cognitive biases but also how those effects change under cognitive load. In a pre-registered study (N = 1,648), participants completed six classic decision-making tasks via a chatbot with dialogues of varying complexity. Participants exhibited two well-documented cognitive biases: the Framing Effect and the Status Quo Bias. Increased dialogue complexity resulted in participants reporting higher mental demand. This increase in cognitive load selectively, but significantly, increased the effect of the biases, demonstrating the load-bias interaction. We then evaluated whether LLMs (GPT-4, GPT-5, and open-source models) could predict individual decisions given demographic information and prior dialogue. While results were mixed across choice problems, LLM predictions that incorporated dialogue context were significantly more accurate in several key scenarios. Importantly, their predictions reproduced the same bias patterns and load-bias interactions observed in humans. Across all models tested, the GPT-4 family consistently aligned with human behavior, outperforming GPT-5 and open-source models in both predictive accuracy and fidelity to human-like bias patterns. These findings advance our understanding of LLMs as tools for simulating human decision-making and inform the design of conversational agents that adapt to user biases.",Stephen Pilli; Vivek Nallur,2026-01-16T07:30:21+00:00,cs.HC,cs.HC; cs.AI,https://arxiv.org/abs/2601.11049v1,https://arxiv.org/pdf/2601.11049v1,library/pdfs/2601.11049v1.pdf,accepted,78.0,"The paper has a clear problem statement and a non-trivial contribution: testing whether LLMs can predict biased human decisions in conversational settings and whether they capture load–bias interactions. It reports a pre-registered, large-N experiment with manipulated dialogue complexity and evaluates multiple LLMs on individual-level prediction and bias-pattern fidelity. While some results are mixed and the novelty is partly empirical/benchmarking rather than algorithmic, the methodology and substantive findings provide realistic value to HCI/cognitive modeling research.",2026-01-20T21:49:32.919228+00:00,,,,,2026-01-20T21:49:29.337758+00:00,2026-01-20T21:49:34.786216+00:00
2601.11048v1,M3DDM+: An improved video outpainting by a modified masking strategy,"M3DDM provides a computationally efficient framework for video outpainting via latent diffusion modeling. However, it exhibits significant quality degradation -- manifested as spatial blur and temporal inconsistency -- under challenging scenarios characterized by limited camera motion or large outpainting regions, where inter-frame information is limited. We identify the cause as a training-inference mismatch in the masking strategy: M3DDM's training applies random mask directions and widths across frames, whereas inference requires consistent directional outpainting throughout the video. To address this, we propose M3DDM+, which applies uniform mask direction and width across all frames during training, followed by fine-tuning of the pretrained M3DDM model. Experiments demonstrate that M3DDM+ substantially improves visual fidelity and temporal coherence in information-limited scenarios while maintaining computational efficiency. The code is available at https://github.com/tamaki-lab/M3DDM-Plus.",Takuya Murakawa; Takumi Fukuzawa; Ning Ding; Toru Tamaki,2026-01-16T07:29:10+00:00,cs.CV,cs.CV,https://arxiv.org/abs/2601.11048v1,https://arxiv.org/pdf/2601.11048v1,,rejected,62.0,"The contribution appears incremental (a masking-strategy change plus fine-tuning) and the abstract does not provide sufficient methodological/experimental detail (datasets, metrics, baselines, ablations) to substantiate the claimed improvements. While the problem (training–inference masking mismatch) is clearly stated and plausible, the novelty and evidential strength as described are not strong enough for a high-quality library.",2026-01-20T21:49:37.532573+00:00,,,,,2026-01-20T21:49:34.789974+00:00,2026-01-20T21:49:37.535862+00:00
2601.11047v1,CoG: Controllable Graph Reasoning via Relational Blueprints and Failure-Aware Refinement over Knowledge Graphs,"Large Language Models (LLMs) have demonstrated remarkable reasoning capabilities but often grapple with reliability challenges like hallucinations. While Knowledge Graphs (KGs) offer explicit grounding, existing paradigms of KG-augmented LLMs typically exhibit cognitive rigidity--applying homogeneous search strategies that render them vulnerable to instability under neighborhood noise and structural misalignment leading to reasoning stagnation. To address these challenges, we propose CoG, a training-free framework inspired by Dual-Process Theory that mimics the interplay between intuition and deliberation. First, functioning as the fast, intuitive process, the Relational Blueprint Guidance module leverages relational blueprints as interpretable soft structural constraints to rapidly stabilize the search direction against noise. Second, functioning as the prudent, analytical process, the Failure-Aware Refinement module intervenes upon encountering reasoning impasses. It triggers evidence-conditioned reflection and executes controlled backtracking to overcome reasoning stagnation. Experimental results on three benchmarks demonstrate that CoG significantly outperforms state-of-the-art approaches in both accuracy and efficiency.",Yuanxiang Liu; Songze Li; Xiaoke Guo; Zhaoyan Gong; Qifei Zhang; Huajun Chen; Wen Zhang,2026-01-16T07:27:40+00:00,cs.CL,cs.CL; cs.LG,https://arxiv.org/abs/2601.11047v1,https://arxiv.org/pdf/2601.11047v1,,rejected,68.0,"The abstract presents a clear motivation and a seemingly structured framework, but the technical contribution appears largely heuristic (blueprint-guided search plus reflection/backtracking) and the novelty over existing KG-augmented LLM retrieval/reasoning pipelines is not convincingly distinguished. Experimental claims are vague (no benchmark names, settings, ablations, or statistical evidence), making it hard to assess rigor and reproducibility. Overall it may be useful, but based on the abstract alone it does not meet a high-confidence, high-quality threshold.",2026-01-20T21:49:41.276125+00:00,,,,,2026-01-20T21:49:37.539409+00:00,2026-01-20T21:49:41.279514+00:00
2601.11046v1,OpFML: Pipeline for ML-based Operational Forecasting,"Machine learning is finding its application in a multitude of areas in science and research, and Climate and Earth Sciences is no exception to this trend. Operational forecasting systems based on data-driven approaches and machine learning methods deploy models for periodic forecasting. Wildfire danger assessment using machine learning has garnered significant interest in the last decade, as conventional methods often overestimate the risk of wildfires. In this work, we present the code OpFML: Operational Forecasting with Machine Learning. OpFML is a configurable and adaptable pipeline that can be utilized to serve a machine learning model for periodic forecasting. We further demonstrate the capabilities of the pipeline through its application to daily Fire Danger Index forecasting and outline its various features.",Shahbaz Alvi; Giusy Fedele; Gabriele Accarino; Italo Epicoco; Ilenia Manco; Pasquale Schiano,2026-01-16T07:25:55+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11046v1,https://arxiv.org/pdf/2601.11046v1,,rejected,58.0,"The paper reads primarily as a software/pipeline announcement with a broad motivation but limited evidence of a novel technical contribution beyond configurability/adaptability. The abstract does not indicate rigorous methodology, comparative baselines, or quantitative experiments demonstrating forecasting skill, robustness, or operational value. Writing is clear enough, but the research substance and evaluation signal are insufficient for a high-quality library.",2026-01-20T21:49:44.172461+00:00,,,,,2026-01-20T21:49:41.282795+00:00,2026-01-20T21:49:44.175801+00:00
2601.11045v1,Convolutions Need Registers Too: HVS-Inspired Dynamic Attention for Video Quality Assessment,"No-reference video quality assessment (NR-VQA) estimates perceptual quality without a reference video, which is often challenging. While recent techniques leverage saliency or transformer attention, they merely address global context of the video signal by using static maps as auxiliary inputs rather than embedding context fundamentally within feature extraction of the video sequence. We present Dynamic Attention with Global Registers for Video Quality Assessment (DAGR-VQA), the first framework integrating register-token directly into a convolutional backbone for spatio-temporal, dynamic saliency prediction. By embedding learnable register tokens as global context carriers, our model enables dynamic, HVS-inspired attention, producing temporally adaptive saliency maps that track salient regions over time without explicit motion estimation. Our model integrates dynamic saliency maps with RGB inputs, capturing spatial data and analyzing it through a temporal transformer to deliver a perceptually consistent video quality assessment. Comprehensive tests conducted on the LSVQ, KonVid-1k, LIVE-VQC, and YouTube-UGC datasets show that the performance is highly competitive, surpassing the majority of top baselines. Research on ablation studies demonstrates that the integration of register tokens promotes the development of stable and temporally consistent attention mechanisms. Achieving an efficiency of 387.7 FPS at 1080p, DAGR-VQA demonstrates computational performance suitable for real-time applications like multimedia streaming systems.",Mayesha Maliha R. Mithila; Mylene C. Q. Farias,2026-01-16T07:25:16+00:00,eess.IV,eess.IV; cs.CV; cs.MM,https://arxiv.org/abs/2601.11045v1,https://arxiv.org/pdf/2601.11045v1,,rejected,72.0,"The paper states a clear NR-VQA problem and claims competitive results on multiple benchmarks with ablations and real-time speed, suggesting solid engineering. However, the core novelty (adding learnable register tokens to a convolutional backbone for attention/saliency) appears incremental relative to existing global-token/attention and saliency-guided VQA paradigms, and the abstract does not provide enough methodological or experimental detail (e.g., training protocol, statistical significance, cross-dataset generalization) to justify storing as high-quality.",2026-01-20T21:49:48.679309+00:00,,,,,2026-01-20T21:49:44.179055+00:00,2026-01-20T21:49:48.682562+00:00
2601.11044v1,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,"Large Language Models (LLMs) based autonomous agents demonstrate multifaceted capabilities to contribute substantially to economic production. However, existing benchmarks remain focused on single agentic capability, failing to capture long-horizon real-world scenarios. Moreover, the reliance on human-in-the-loop feedback for realistic tasks creates a scalability bottleneck, hindering automated rollout collection and evaluation. To bridge this gap, we introduce AgencyBench, a comprehensive benchmark derived from daily AI usage, evaluating 6 core agentic capabilities across 32 real-world scenarios, comprising 138 tasks with specific queries, deliverables, and rubrics. These scenarios require an average of 90 tool calls, 1 million tokens, and hours of execution time to resolve. To enable automated evaluation, we employ a user simulation agent to provide iterative feedback, and a Docker sandbox to conduct visual and functional rubric-based assessment. Experiments reveal that closed-source models significantly outperform open-source models (48.4% vs 32.1%). Further analysis reveals significant disparities across models in resource efficiency, feedback-driven self-correction, and specific tool-use preferences. Finally, we investigate the impact of agentic scaffolds, observing that proprietary models demonstrate superior performance within their native ecosystems (e.g., Claude-4.5-Opus via Claude-Agent-SDK), while open-source models exhibit distinct performance peaks, suggesting potential optimization for specific execution frameworks. AgencyBench serves as a critical testbed for next-generation agents, highlighting the necessity of co-optimizing model architecture with agentic frameworks. We believe this work sheds light on the future direction of autonomous agents, and we release the full benchmark and evaluation toolkit at https://github.com/GAIR-NLP/AgencyBench.",Keyu Li; Junhao Shi; Yang Xiao; Mohan Jiang; Jie Sun; Yunze Wu; Shijie Xia; Xiaojie Cai; Tianze Xu; Weiye Si; Wenjie Li; Dequan Wang; Pengfei Liu,2026-01-16T07:22:20+00:00,cs.AI,cs.AI,https://arxiv.org/abs/2601.11044v1,https://arxiv.org/pdf/2601.11044v1,library/pdfs/2601.11044v1.pdf,accepted,78.0,"The paper presents a clear gap (lack of long-horizon, scalable, real-world agent benchmarks) and a substantive contribution: a large benchmark (32 scenarios/138 tasks) with automated evaluation via user simulation plus Docker-based functional/visual rubric checks. It reports comparative experiments across closed/open models and analyzes efficiency, self-correction, and scaffold/ecosystem effects, indicating non-trivial empirical methodology and research value. While some claims may hinge on simulator fidelity and benchmark representativeness, the overall contribution and experimental substance meet high-quality library standards.",2026-01-20T21:49:52.449735+00:00,,,,,2026-01-20T21:49:48.685635+00:00,2026-01-20T21:49:52.738415+00:00
2601.11042v1,Spectral Characterization and Mitigation of Sequential Knowledge Editing Collapse,"Sequential knowledge editing in large language models often causes catastrophic collapse of the model's general abilities, especially for parameter-modifying methods. Existing approaches mitigate this issue through heuristic constraints on parameter updates, yet the mechanisms underlying such degradation remain insufficiently understood. In this work, we present a spectral analysis of sequential knowledge editing and show that a model's general abilities are closely associated with dominant singular directions of pretrained weight matrices. These directions are highly sensitive to perturbations and are progressively disrupted by repeated edits, closely tracking the collapse in both editing efficacy and general performance. Building on this insight, we propose REVIVE, a plug-and-play framework that stabilizes sequential editing by explicitly preserving the dominant singular subspace. REVIVE represents parameter updates in the spectral basis of the original weights and filters components that would interfere with the protected region. Extensive experiments across multiple models and benchmarks show that REVIVE consistently improves editing efficacy while substantially preserving general abilities under long-horizon sequential editing, including extreme settings with up to 20,000 edits.",Chi Zhang; Mengqi Zhang; Xiaotian Ye; Runxi Cheng; Zisheng Zhou; Ying Zhou; Pengjie Ren; Zhumin Chen,2026-01-16T07:18:14+00:00,cs.CL,cs.CL; cs.AI,https://arxiv.org/abs/2601.11042v1,https://arxiv.org/pdf/2601.11042v1,library/pdfs/2601.11042v1.pdf,accepted,81.0,"The paper poses a clear and important problem (sequential editing collapse) and offers a non-trivial mechanistic contribution via spectral/SVD characterization linking general ability to dominant singular subspaces. The proposed REVIVE method is principled (spectral-basis update filtering) and the abstract claims extensive multi-model, multi-benchmark experiments including very long horizons (up to 20k edits), indicating substantive validation. Writing is clear and the contribution appears to provide realistic, general value beyond heuristic constraints.",2026-01-20T21:49:56.337282+00:00,,,,,2026-01-20T21:49:52.741757+00:00,2026-01-20T21:49:57.299286+00:00
2601.11039v1,SonicBench: Dissecting the Physical Perception Bottleneck in Large Audio Language Models,"Large Audio Language Models (LALMs) excel at semantic and paralinguistic tasks, yet their ability to perceive the fundamental physical attributes of audio such as pitch, loudness, and spatial location remains under-explored. To bridge this gap, we introduce SonicBench, a psychophysically grounded benchmark that systematically evaluates 12 core physical attributes across five perceptual dimensions. Unlike previous datasets, SonicBench uses a controllable generation toolbox to construct stimuli for two complementary paradigms: recognition (absolute judgment) and comparison (relative judgment). This design allows us to probe not only sensory precision but also relational reasoning capabilities, a domain where humans typically exhibit greater proficiency. Our evaluation reveals a substantial deficiency in LALMs' foundational auditory understanding; most models perform near random guessing and, contrary to human patterns, fail to show the expected advantage on comparison tasks. Furthermore, explicit reasoning yields minimal gains. However, our linear probing analysis demonstrates crucially that frozen audio encoders do successfully capture these physical cues (accuracy at least 60%), suggesting that the primary bottleneck lies in the alignment and decoding stages, where models fail to leverage the sensory signals they have already captured.",Yirong Sun; Yanjun Chen; Xin Qiu; Gang Zhang; Hongyu Chen; Daokuan Wu; Chengming Li; Min Yang; Dawei Zhu; Wei Zhang; Xiaoyu Shen,2026-01-16T07:10:57+00:00,cs.SD,cs.SD; cs.CL,https://arxiv.org/abs/2601.11039v1,https://arxiv.org/pdf/2601.11039v1,library/pdfs/2601.11039v1.pdf,accepted,78.0,"The paper states a clear, non-trivial problem (physical auditory perception gaps in LALMs) and contributes a psychophysically grounded benchmark with controlled stimulus generation and two evaluation paradigms. It reports substantive experimental findings (near-chance LALM performance, lack of comparison advantage, limited benefit from explicit reasoning) and adds diagnostic linear-probe evidence separating encoder vs. alignment/decoding bottlenecks. Assuming the benchmark details and baselines are well-specified in the full text, this offers realistic value as an evaluation and analysis tool for the community.",2026-01-20T21:50:02.098932+00:00,,,,,2026-01-20T21:49:57.302576+00:00,2026-01-20T21:50:04.207325+00:00
2601.11038v1,Budget-Aware Anytime Reasoning with LLM-Synthesized Preference Data,"We study the reasoning behavior of large language models (LLMs) under limited computation budgets. In such settings, producing useful partial solutions quickly is often more practical than exhaustive reasoning, which incurs high inference costs. Many real-world tasks, such as trip planning, require models to deliver the best possible output within a fixed reasoning budget. We introduce an anytime reasoning framework and the Anytime Index, a metric that quantifies how effectively solution quality improves as reasoning tokens increase. To further enhance efficiency, we propose an inference-time self-improvement method using LLM-synthesized preference data, where models learn from their own reasoning comparisons to produce better intermediate solutions. Experiments on NaturalPlan (Trip), AIME, and GPQA datasets show consistent gains across Grok-3, GPT-oss, GPT-4.1/4o, and LLaMA models, improving both reasoning quality and efficiency under budget constraints.",Xuanming Zhang; Shwan Ashrafi; Aziza Mirsaidova; Amir Rezaeian; Miguel Ballesteros; Lydia B. Chilton; Zhou Yu; Dan Roth,2026-01-16T07:09:30+00:00,cs.CL,cs.CL,https://arxiv.org/abs/2601.11038v1,https://arxiv.org/pdf/2601.11038v1,,rejected,72.0,"The paper has a clear motivation (budgeted/anytime reasoning) and proposes a metric plus an inference-time self-improvement scheme, but the abstract suggests largely incremental components (new index + self-generated preference tuning) without enough detail to assess novelty or methodological rigor. Experimental claims are broad (many models/datasets) but lack specifics on baselines, controls, statistical significance, and cost/latency accounting needed to substantiate “efficiency” gains. Based on the abstract alone, the contribution appears plausible but not sufficiently evidenced to meet a high-quality library threshold.",2026-01-20T21:50:07.779220+00:00,,,,,2026-01-20T21:50:04.210630+00:00,2026-01-20T21:50:07.782549+00:00
2601.11037v1,BAPO: Boundary-Aware Policy Optimization for Reliable Agentic Search,"RL-based agentic search enables LLMs to solve complex questions via dynamic planning and external search. While this approach significantly enhances accuracy with agent policies optimized via large-scale reinforcement learning, we identify a critical gap in reliability: these agents fail to recognize their reasoning boundaries and rarely admit ``I DON'T KNOW'' (IDK) even when evidence is insufficient or reasoning reaches its limit. The lack of reliability often leads to plausible but unreliable answers, introducing significant risks in many real-world scenarios. To this end, we propose Boundary-Aware Policy Optimization (BAPO), a novel RL framework designed to cultivate reliable boundary awareness without compromising accuracy. BAPO introduces two key components: (i) a group-based boundary-aware reward that encourages an IDK response only when the reasoning reaches its limit, and (ii) an adaptive reward modulator that strategically suspends this reward during early exploration, preventing the model from exploiting IDK as a shortcut. Extensive experiments on four benchmarks demonstrate that BAPO substantially enhances the overall reliability of agentic search.",Shiyu Liu; Yongjing Yin; Jianhao Yan; Yunbo Tang; Qinggang Zhang; Bei Li; Xin Chen; Jingang Wang; Xunliang Cai; Jinsong Su,2026-01-16T07:06:58+00:00,cs.AI,cs.AI,https://arxiv.org/abs/2601.11037v1,https://arxiv.org/pdf/2601.11037v1,,rejected,72.0,"The problem (LLM agents failing to abstain when uncertain) is clear and relevant, and the proposed RL reward/modulation idea appears plausible. However, based on the abstract alone, the technical novelty seems incremental (reward shaping + scheduling) and the experimental evidence is underspecified (no concrete metrics, baselines, ablation details, or benchmark names/results), making it hard to verify substantive gains beyond existing abstention/uncertainty calibration methods.",2026-01-20T21:50:10.616594+00:00,,,,,2026-01-20T21:50:07.785882+00:00,2026-01-20T21:50:10.619916+00:00
2601.11036v1,Self-Augmented Mixture-of-Experts for QoS Prediction,"Quality of Service (QoS) prediction is one of the most fundamental problems in service computing and personalized recommendation. In the problem, there is a set of users and services, each associated with a set of descriptive features. Interactions between users and services produce feedback values, typically represented as numerical QoS metrics such as response time or availability. Given the observed feedback for a subset of user-service pairs, the goal is to predict the QoS values for the remaining pairs. A key challenge in QoS prediction is the inherent sparsity of user-service interactions, as only a small subset of feedback values is typically observed. To address this, we propose a self-augmented strategy that leverages a model's own predictions for iterative refinement. In particular, we partially mask the predicted values and feed them back into the model to predict again. Building on this idea, we design a self-augmented mixture-of-experts model, where multiple expert networks iteratively and collaboratively estimate QoS values. We find that the iterative augmentation process naturally aligns with the MoE architecture by enabling inter-expert communication: in the second round, each expert receives the first-round predictions and refines its output accordingly. Experiments on benchmark datasets show that our method outperforms existing baselines and achieves competitive results.",Kecheng Cai; Chao Peng; Chenyang Xu; Xia Chen,2026-01-16T07:02:52+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11036v1,https://arxiv.org/pdf/2601.11036v1,,rejected,62.0,"The abstract describes an intuitive self-training/iterative refinement idea combined with a Mixture-of-Experts, but it is not clear what the core technical novelty is beyond feeding back masked predictions, nor how this differs from existing self-distillation/denoising/imputation approaches. The experimental claims are vague (no datasets, baselines, ablations, or statistical rigor described), making it hard to assess methodology strength and reproducibility. Overall, it reads as incremental with insufficient detail in the abstract to justify inclusion in a high-quality research library.",2026-01-20T21:50:14.244280+00:00,,,,,2026-01-20T21:50:10.622982+00:00,2026-01-20T21:50:14.247575+00:00
2601.11035v1,Your One-Stop Solution for AI-Generated Video Detection,"Recent advances in generative modeling can create remarkably realistic synthetic videos, making it increasingly difficult for humans to distinguish them from real ones and necessitating reliable detection methods. However, two key limitations hinder the development of this field. \textbf{From the dataset perspective}, existing datasets are often limited in scale and constructed using outdated or narrowly scoped generative models, making it difficult to capture the diversity and rapid evolution of modern generative techniques. Moreover, the dataset construction process frequently prioritizes quantity over quality, neglecting essential aspects such as semantic diversity, scenario coverage, and technological representativeness. \textbf{From the benchmark perspective}, current benchmarks largely remain at the stage of dataset creation, leaving many fundamental issues and in-depth analysis yet to be systematically explored. Addressing this gap, we propose AIGVDBench, a benchmark designed to be comprehensive and representative, covering \textbf{31} state-of-the-art generation models and over \textbf{440,000} videos. By executing more than \textbf{1,500} evaluations on \textbf{33} existing detectors belonging to four distinct categories. This work presents \textbf{8 in-depth analyses} from multiple perspectives and identifies \textbf{4 novel findings} that offer valuable insights for future research. We hope this work provides a solid foundation for advancing the field of AI-generated video detection. Our benchmark is open-sourced at https://github.com/LongMa-2025/AIGVDBench.",Long Ma; Zihao Xue; Yan Wang; Zhiyuan Yan; Jin Xu; Xiaorui Jiang; Haiyang Yu; Yong Liao; Zhen Bi,2026-01-16T07:02:06+00:00,cs.CV,cs.CV; cs.AI,https://arxiv.org/abs/2601.11035v1,https://arxiv.org/pdf/2601.11035v1,,rejected,72.0,"The paper appears to be a large-scale benchmark/dataset contribution with extensive evaluations, but the abstract does not clearly specify the technical methodology for dataset curation, annotation/quality control, and evaluation protocols needed to judge rigor. The claimed ""novel findings"" and ""in-depth analyses"" are not described concretely enough to assess novelty beyond scale, making the contribution seem potentially incremental without stronger methodological detail.",2026-01-20T21:50:17.289211+00:00,,,,,2026-01-20T21:50:14.250680+00:00,2026-01-20T21:50:17.292614+00:00
